# OpenSignals Text File Format
# {"20:16:02:14:75:84": {"sensor": ["ECGBIT"], "device name": "20:16:02:14:75:84", "column": ["nSeq", "I1", "I2", "O1", "O2", "A2"], "sync interval": 2, "time": "9:57:16.891", "comments": "", "device connection": "BTH20:16:02:14:75:84", "channels": [2], "date": "2017-7-11", "mode": 0, "digital IO": [0, 0, 1, 1], "firmware version": 1281, "device": "bitalino_rev", "position": 0, "sampling rate": 1000, "label": ["A2"], "resolution": [4, 1, 1, 1, 1, 10], "special": [{}]}}
# EndOfHeader
0	1	1	0	0	489	
1	1	1	0	0	475	
2	1	1	0	0	461	
3	1	1	0	0	442	
4	1	1	0	0	409	
5	1	1	0	0	381	
6	1	1	0	0	366	
7	1	1	0	0	361	
8	1	1	0	0	367	
9	1	1	0	0	373	
10	1	1	0	0	382	
11	1	1	0	0	384	
12	1	1	0	0	377	
13	1	1	0	0	365	
14	1	1	0	0	367	
15	1	1	0	0	381	
0	1	1	0	0	405	
1	1	1	0	0	428	
2	1	1	0	0	445	
3	1	1	0	0	461	
4	1	1	0	0	470	
5	1	1	0	0	477	
6	1	1	0	0	484	
7	1	1	0	0	492	
8	1	1	0	0	486	
9	1	1	0	0	470	
10	1	1	0	0	463	
11	1	1	0	0	465	
12	1	1	0	0	465	
13	1	1	0	0	470	
14	1	1	0	0	463	
15	1	1	0	0	458	
0	1	1	0	0	465	
1	1	1	0	0	478	
2	1	1	0	0	483	
3	1	1	0	0	482	
4	1	1	0	0	487	
5	1	1	0	0	489	
6	1	1	0	0	483	
7	1	1	0	0	477	
8	1	1	0	0	476	
9	1	1	0	0	466	
10	1	1	0	0	457	
11	1	1	0	0	445	
12	1	1	0	0	427	
13	1	1	0	0	413	
14	1	1	0	0	396	
15	1	1	0	0	384	
0	1	1	0	0	403	
1	1	1	0	0	425	
2	1	1	0	0	439	
3	1	1	0	0	455	
4	1	1	0	0	477	
5	1	1	0	0	490	
6	1	1	0	0	503	
7	1	1	0	0	503	
8	1	1	0	0	501	
9	1	1	0	0	481	
10	1	1	0	0	467	
11	1	1	0	0	465	
12	1	1	0	0	464	
13	1	1	0	0	463	
14	1	1	0	0	467	
15	1	1	0	0	481	
0	1	1	0	0	481	
1	1	1	0	0	493	
2	1	1	0	0	502	
3	1	1	0	0	503	
4	1	1	0	0	484	
5	1	1	0	0	472	
6	1	1	0	0	472	
7	1	1	0	0	475	
8	1	1	0	0	487	
9	1	1	0	0	487	
10	1	1	0	0	480	
11	1	1	0	0	477	
12	1	1	0	0	474	
13	1	1	0	0	477	
14	1	1	0	0	497	
15	1	1	0	0	513	
0	1	1	0	0	509	
1	1	1	0	0	490	
2	1	1	0	0	478	
3	1	1	0	0	466	
4	1	1	0	0	446	
5	1	1	0	0	452	
6	1	1	0	0	467	
7	1	1	0	0	470	
8	1	1	0	0	490	
9	1	1	0	0	504	
10	1	1	0	0	507	
11	1	1	0	0	525	
12	1	1	0	0	528	
13	1	1	0	0	527	
14	1	1	0	0	527	
15	1	1	0	0	517	
0	1	1	0	0	499	
1	1	1	0	0	476	
2	1	1	0	0	460	
3	1	1	0	0	467	
4	1	1	0	0	487	
5	1	1	0	0	508	
6	1	1	0	0	515	
7	1	1	0	0	516	
8	1	1	0	0	507	
9	1	1	0	0	494	
10	1	1	0	0	499	
11	1	1	0	0	516	
12	1	1	0	0	531	
13	1	1	0	0	526	
14	1	1	0	0	492	
15	1	1	0	0	450	
0	1	1	0	0	424	
1	1	1	0	0	420	
2	1	1	0	0	432	
3	1	1	0	0	437	
4	1	1	0	0	445	
5	1	1	0	0	463	
6	1	1	0	0	474	
7	1	1	0	0	480	
8	1	1	0	0	481	
9	1	1	0	0	478	
10	1	1	0	0	473	
11	1	1	0	0	464	
12	1	1	0	0	457	
13	1	1	0	0	441	
14	1	1	0	0	424	
15	1	1	0	0	418	
0	1	1	0	0	431	
1	1	1	0	0	456	
2	1	1	0	0	482	
3	1	1	0	0	516	
4	1	1	0	0	543	
5	1	1	0	0	538	
6	1	1	0	0	534	
7	1	1	0	0	525	
8	1	1	0	0	530	
9	1	1	0	0	546	
10	1	1	0	0	547	
11	1	1	0	0	560	
12	1	1	0	0	569	
13	1	1	0	0	557	
14	1	1	0	0	545	
15	1	1	0	0	544	
0	1	1	0	0	556	
1	1	1	0	0	556	
2	1	1	0	0	547	
3	1	1	0	0	543	
4	1	1	0	0	540	
5	1	1	0	0	534	
6	1	1	0	0	529	
7	1	1	0	0	532	
8	1	1	0	0	543	
9	1	1	0	0	550	
10	1	1	0	0	548	
11	1	1	0	0	540	
12	1	1	0	0	536	
13	1	1	0	0	531	
14	1	1	0	0	515	
15	1	1	0	0	490	
0	1	1	0	0	482	
1	1	1	0	0	475	
2	1	1	0	0	469	
3	1	1	0	0	478	
4	1	1	0	0	497	
5	1	1	0	0	510	
6	1	1	0	0	517	
7	1	1	0	0	520	
8	1	1	0	0	531	
9	1	1	0	0	539	
10	1	1	0	0	542	
11	1	1	0	0	547	
12	1	1	0	0	547	
13	1	1	0	0	553	
14	1	1	0	0	551	
15	1	1	0	0	550	
0	1	1	0	0	563	
1	1	1	0	0	590	
2	1	1	0	0	616	
3	1	1	0	0	628	
4	1	1	0	0	611	
5	1	1	0	0	584	
6	1	1	0	0	571	
7	1	1	0	0	566	
8	1	1	0	0	559	
9	1	1	0	0	551	
10	1	1	0	0	557	
11	1	1	0	0	566	
12	1	1	0	0	576	
13	1	1	0	0	577	
14	1	1	0	0	569	
15	1	1	0	0	561	
0	1	1	0	0	559	
1	1	1	0	0	575	
2	1	1	0	0	583	
3	1	1	0	0	579	
4	1	1	0	0	586	
5	1	1	0	0	603	
6	1	1	0	0	616	
7	1	1	0	0	637	
8	1	1	0	0	651	
9	1	1	0	0	645	
10	1	1	0	0	635	
11	1	1	0	0	617	
12	1	1	0	0	601	
13	1	1	0	0	592	
14	1	1	0	0	592	
15	1	1	0	0	587	
0	1	1	0	0	581	
1	1	1	0	0	568	
2	1	1	0	0	566	
3	1	1	0	0	571	
4	1	1	0	0	568	
5	1	1	0	0	570	
6	1	1	0	0	561	
7	1	1	0	0	553	
8	1	1	0	0	551	
9	1	1	0	0	573	
10	1	1	0	0	607	
11	1	1	0	0	638	
12	1	1	0	0	670	
13	1	1	0	0	703	
14	1	1	0	0	720	
15	1	1	0	0	749	
0	1	1	0	0	774	
1	1	1	0	0	753	
2	1	1	0	0	706	
3	1	1	0	0	659	
4	1	1	0	0	635	
5	1	1	0	0	616	
6	1	1	0	0	607	
7	1	1	0	0	620	
8	1	1	0	0	611	
9	1	1	0	0	586	
10	1	1	0	0	560	
11	1	1	0	0	554	
12	1	1	0	0	566	
13	1	1	0	0	573	
14	1	1	0	0	579	
15	1	1	0	0	581	
0	1	1	0	0	575	
1	1	1	0	0	572	
2	1	1	0	0	568	
3	1	1	0	0	567	
4	1	1	0	0	567	
5	1	1	0	0	580	
6	1	1	0	0	600	
7	1	1	0	0	618	
8	1	1	0	0	648	
9	1	1	0	0	666	
10	1	1	0	0	671	
11	1	1	0	0	666	
12	1	1	0	0	650	
13	1	1	0	0	637	
14	1	1	0	0	654	
15	1	1	0	0	662	
0	1	1	0	0	658	
1	1	1	0	0	659	
2	1	1	0	0	672	
3	1	1	0	0	667	
4	1	1	0	0	646	
5	1	1	0	0	631	
6	1	1	0	0	621	
7	1	1	0	0	607	
8	1	1	0	0	607	
9	1	1	0	0	616	
10	1	1	0	0	633	
11	1	1	0	0	655	
12	1	1	0	0	667	
13	1	1	0	0	664	
14	1	1	0	0	646	
15	1	1	0	0	640	
0	1	1	0	0	633	
1	1	1	0	0	621	
2	1	1	0	0	623	
3	1	1	0	0	624	
4	1	1	0	0	613	
5	1	1	0	0	595	
6	1	1	0	0	582	
7	1	1	0	0	582	
8	1	1	0	0	590	
9	1	1	0	0	604	
10	1	1	0	0	620	
11	1	1	0	0	631	
12	1	1	0	0	643	
13	1	1	0	0	658	
14	1	1	0	0	673	
15	1	1	0	0	671	
0	1	1	0	0	669	
1	1	1	0	0	658	
2	1	1	0	0	664	
3	1	1	0	0	667	
4	1	1	0	0	662	
5	1	1	0	0	654	
6	1	1	0	0	637	
7	1	1	0	0	606	
8	1	1	0	0	573	
9	1	1	0	0	553	
10	1	1	0	0	545	
11	1	1	0	0	540	
12	1	1	0	0	534	
13	1	1	0	0	532	
14	1	1	0	0	538	
15	1	1	0	0	555	
0	1	1	0	0	581	
1	1	1	0	0	597	
2	1	1	0	0	610	
3	1	1	0	0	616	
4	1	1	0	0	618	
5	1	1	0	0	611	
6	1	1	0	0	600	
7	1	1	0	0	588	
8	1	1	0	0	583	
9	1	1	0	0	581	
10	1	1	0	0	585	
11	1	1	0	0	601	
12	1	1	0	0	622	
13	1	1	0	0	631	
14	1	1	0	0	627	
15	1	1	0	0	628	
0	1	1	0	0	620	
1	1	1	0	0	610	
2	1	1	0	0	607	
3	1	1	0	0	617	
4	1	1	0	0	621	
5	1	1	0	0	615	
6	1	1	0	0	605	
7	1	1	0	0	585	
8	1	1	0	0	562	
9	1	1	0	0	553	
10	1	1	0	0	557	
11	1	1	0	0	559	
